id,name
mcvh-596h,"Weekly Differences in Cumulative RSV Vaccination Coverage Among Adults 75 and Older and 60-74 Years with High-Risk Conditions Ever Vaccinated with RSV Vaccine, Overall, by Selected Demographics"
mfvi-hkb9,Heart Disease Mortality Data Among US Adults (35+) by State/Territory and County – 2015-2017
mg59-88ii,Elk Creek Seismic Waveforms 2011 (Part 12 of 19)
mhj9-4wi2,US Census Methodology
mi28-ze7h,"NNDSS - TABLE 1CC. Rabies, Animal to Rabies, Human"
mik5-by93,NNDSS - TABLE 1JJ. Tularemia to  Vancomycin-intermediate Staphylococcus aureus
mjpe-bnz8,NCHS Survey Data Linked to Centers for Medicare & Medicaid Services (CMS) 2014-2018 Medicare Data Files
mk5r-qxdg,DQS NHIS Child Summary Statistics Footnotes
mk6z-83q2,"NNDSS - Table II. Invasive pneumococcal disease, age <5"
mkns-9vjv,"NNDSS - TABLE 1BB. Q fever, Total to Q fever, Chronic"
mkyn-icix,"Economic Burden of Occupational Fatal Injuries in the United States Based on the Census of Fatal Occupational Injuries, 2003-2010"
mmi4-8ajr,"State Specific Influenza Vaccination Coverage Among Women With Live Birth- PRAMS, 2009-10 Influenza Season"
mn8h-8t8e,Elk Creek Seismic Waveforms 2011 (Part 17 of 19)
mnaa-qctp,Lack of Social Connection
mny7-y385,NCHS - All-County Fetal Death File with Exact Date of Delivery
mpb9-a9up,Evaluation of pulmonary effects of 3-D printer emissions from acrylonitrile butadiene styrene using an air-liquid interface model of primary normal human-derived bronchial epithelial cells
mpdg-hf57,NNDSS - Table II. Giardiasis to Haemophilus influenza
mpgq-jmmr,"Weekly Hospital Respiratory Data (HRD) Metrics by Jurisdiction, National Healthcare Safety Network (NHSN) (Preliminary)"
mpx5-t7tu,"Provisional COVID-19 death counts, rates, and percent of total deaths, by jurisdiction of residence"
mqmc-4b9n,AH Provisional COVID-19 Deaths by Hospital Referral Region
mr4u-abm2,"NNDSS - TABLE 1T. Invasive pneumococcal disease, Age<5 years, Confirmed to Legionellosis"
mr8w-325u,Deaths in 122 U.S. cities - 1962-2016. 122 Cities Mortality Reporting System
mrip-2k2a,"NNDSS - TABLE 1S. Invasive pneumococcal disease, all ages, Confirmed to Invasive pneumococcal disease, all ages, Probable"
mscq-ew9n,Evaluation of the fall protection of Type I industrial helmets
msjj-a7q2,"Percentage of Drivers and Front Seat Passengers Wearing Seat Belts, 2012 & 2014, Region 10 - Seattle"
msnx-y6hi,"Weekly Cumulative RSV Vaccination Coverage, by Race and Ethnicity, Medicare Fee-For-Service Beneficiaries aged ≥75 years and Enrolled in a Part D plan, United States, Data Source: Centers for Medicare & Medicaid Services Chronic Conditions Warehouse"
mssc-ksj7,"PLACES: County Data (GIS Friendly Format), 2020 release"
mtc3-kq6r,2020-2021 Nationwide Blood Donor Seroprevalence Survey Infection-Induced Seroprevalence Estimates
mtgp-t7vw,"DQS Use of selected substances in the past 30 days among 12th graders, 10th graders, and 8th graders, by sex and race: United States."
mtpu-urpp,CDC Wastewater Data for Avian Influenza A (H5)
mu4v-zehj,Health Service Area Population Greater Than 2Million
muep-c3qd,Household Pulse Survey (HPS): COVID-19 Vaccination among People with Disabilities
muzy-jte6,"Weekly Provisional Counts of Deaths by State and Select Causes, 2020-2023"
mv87-mh7a,"NNDSS - TABLE 1GG. Spotted fever rickettsiosis, Confirmed to Smallpox"
mvaf-qxac,NNDSS - TABLE 1EE. Salmonella Paratyphi infection to Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)
mvsw-zuaf,NNDSS - TABLE 1FF. Severe acute respiratory syndrome-associated coronavirus disease to Shigellosis
mwk9-wnfr,"AH Cumulative Provisional COVID-19 Deaths by Sex, Race, and Age from 1/1/2020 to 7/28/2020"
mwkk-wzmy,"NNDSS - TABLE 1Q. Hepatitis B, perinatal infection to Hepatitis C, acute, Probable"
myzw-mrfh,"National Electronic Health Records Survey, Restricted data: 2012-2015, 2017-2019, 2021"
mzhq-xsdd,DQS NVSS Footnotes
n24i-76tn,"NNDSS - Table II. Invasive pneumococcal disease, all ages"
n2x4-haas,dhds_dataset
n2zz-25mk,"Monthly Cumulative Number and Percent of Adults 75 Years and Older Who Received 1+ RSV Vaccination Doses by Jurisdiction, United States"
n322-ce6f,"NNDSS - Table 1F. Brucellosis to Candida auris, clinical"
n3wf-wtep,NNDSS - Table II. Shiga toxin to Shigellosis
n44h-hy2j,500 Cities: City Boundaries
n4v6-56e8,CDC Best Practices for Comprehensive Tobacco Control Programs - 2007
n5b3-jati,dhds_dataset
n5qs-vw3x,Weekly United States COVID-19 Cases and Deaths among Dialysis Patients - ARCHIVED
n6vn-mi6w,Elk Creek Seismic Waveforms 2012 (Part 7 of 20)
n7uz-829a,Face mask fit modifications that improve source control performance dataset
n835-hpyp,NNDSS - Table II. Chlamydia to Coccidioidomycosis
n83i-w4cq,NNDSS - Table 1I. Cryptosporidiosis to Cyclosporiasis
n8mc-b4w4,COVID-19 Case Surveillance Public Use Data with Geography
n97r-u9uh,Weekly Cumulative Percentage of Children 6 Months -17 Years Who Are Up to date with COVID-19 Vaccines and Comparison Between 2025-26 and Previous Seasons by Jurisdiction
nauw-t2ir,Graph of Unintended Pregnancies Among Women Having a Live Birth
nbs2-kemu,National Post-acute and Long-term Care Study: Residential Care Community Restricted Dataset
ncvk-7amm,"U.S. State Life Expectancy by Sex, 2019"
ndai-i7s4,"Weekly Differences in Cumulative RSV Vaccination Coverage Among Adults 75 and Older and 60–74 Years with High-Risk Conditions Ever Vaccinated with RSV Vaccine, Overall, by Selected Demographics"
ndit-r2zk,Source Apportionment and Quantification of Liquid and Headspace Leaks from Closed System Transfer Devices via Selected Ion Flow Tube Mass Spectrometry (SIFT-MS)
ndzg-9nmv,"PLACES: Place Data (GIS Friendly Format), 2020 release"
ne52-uraz,CDC STATE System E-Cigarette Legislation - Licensure
nf22-99pv,NNDSS - Table II. Tetanus to Vibriosis
nfuu-hu6j,"Infant, neonatal, postneonatal, fetal, and perinatal mortality rates, by detailed race and Hispanic origin of mother: United States"
ngaa-n8ir,"NNDSS - Table 1E. Botulism, Foodborne to Botulism, Other (wound & unspecified)"
njmz-dpbc,"Trends in COVID-19 Cases and Deaths in the United States, by County-level Population Factors - ARCHIVED"
nkr7-scx6,"Cumulative Influenza Vaccination Coverage, by Flu Season and Race/Ethnicity, Pregnant Women 18-49 years"
nkri-ptxd,"Selected Trend Table from Health, United States, 2011. Vaccination coverage among children 19 - 35 months of age for selected diseases, by race, Hispanic origin, poverty level, and location of residence in metropolitan statistical area: United States, sel"
nmdn-2xuz,State-Level Restrictions on Vaccine Mandate – Currently in Effect
nnvr-zdhw,An Investigation Into the Relationship Between Coal Workers’ Pneumoconiosis and Dust Exposure in U.S. Coal Miners
np7j-t9mi,Elk Creek Seismic Waveforms 2011 (Part 11 of 19)
nq6q-szvs,"Rates of TBI-related Deaths by Age Group - United States, 2001 - 2010"
nqu5-vn7d,"Weekly Cumulative RSV Vaccination Coverage, by Race and Ethnicity, Medicare Fee-For-Service Beneficiaries aged ≥75 years and enrolled in a Part D plan, United States, Data Source: Centers for Medicare & Medicaid Services Chronic Conditions Warehouse"
nr42-fsyk,"NNDSS - TABLE 1J. Dengue virus infections, Dengue to Severe dengue"
nr4s-juj3,Provisional COVID-19 Deaths: Focus on Ages 0-18 Years
nra9-vzzn,United States COVID-19 County Level of Community Transmission Historical Changes - ARCHIVED
nsxk-tvbw,"Weekly Influenza Vaccination Status and Intent for Vaccination, Overall, by Selected Demographics, and Jurisdiction, Children 6 Months - 17 Years, 2023-24, United States"
nt65-c7a7,NCHS - Injury Mortality: United States
ntaa-dtex,Medicaid Coverage Of Cessation Treatments And Barriers To Treatments
nu3s-3dwd,Youth Risk Behavioral Surveillance System (YRBSS) - Mental Health Indicators
nw2y-v4gm,"PLACES: Local Data for Better Health, Census Tract Data 2022 release"
nxu4-tewx,NCHS Survey Data Linked to Department of Veterans Affairs Administrative Data Files
p4r5-qsgs,"DQS Delay or nonreceipt of needed medical care, prescription drugs, or dental care during the past 12 months due to cost: United States(Archived)"
p56q-jrxg,NCHS - Drug Poisoning Mortality by County: United States
p5x4-u35c,Page Views by Minute - 20240301-20240731
p6r5-duca,Age-Related Disparities in Cigarette Smoking Among Adults
p89x-xx88,NCHS Rapid Surveys System
p8ia-4jqj,NNDSS - TABLE 1I. Cryptosporidiosis to Cyclosporiasis
p8tr-pquj,SAMHSA Synar Reports: Youth Tobacco Sales Glossary and Methodology
paqx-33a8,"NNDSS - TABLE 1HH. Syphilis, Congenital to Syphilis, Primary and Secondary"
pb4z-432k,NNDSS - Table I. infrequently reported notifiable diseases
pbkm-d27e,NCHS - Drug Poisoning Mortality by County: United States
pbq2-7wr2,Monthly Rates of Laboratory-Confirmed RSV Hospitalizations from the RSV-NET Surveillance System
pd5g-36s6,dhds_dataset
pf7q-w24q,"500 Cities: City-level Data (GIS Friendly Format), 2018 release"
pgaa-i327,Systemic and immunotoxicity induced by topical application of perfluorohexane sulfonic acid (PFHxS) in a murine model
ph8r-wzxn,"Weekly Cumulative Doses (in Millions) of Influenza Vaccines Distributed by Season, United States"
phkb-u384,Modeling Neuroimmune Interactions in Human Subjects and Animal Models to Predict Subtype Specific Multidrug Treatments for Gulf War Illness
phwv-i65c,NNDSS - TABLE 1G. Carbapenemase-producing carbapenem-resistant Enterobacteriaceae to Chancroid
pib3-gftc,Table of Medicaid Coverage of Treatments – Medications (Lung Association Cessation Coverage)
piju-vf3p,CDC STATE System E-Cigarette Legislation - Preemption
pj7m-y5uh,Provisional COVID-19 Deaths: Distribution of Deaths by Race and Hispanic Origin
pj7z-f3xf,CDC PRAMStat Data for 2005
pjb2-jvdr,"DQS Infant mortality rates, by race and Hispanic origin of mother, state, and territory: United States and U.S. dependent areas (Archived)"
pjtk-n43k,"NNDSS - Table 1B. Arboviral diseases, Jamestown Canyon virus disease to Powassan virus disease"
pkas-xr96,NNDSS - Table IV. Tuberculosis
pmxu-gsdm,Graph of Rates of Teeth Cleaning During Pregnancy
pp7x-dyj2,"Deaths from Pneumonia and Influenza (P&I) and all deaths, by state and region, National Center For Health Statistics Mortality Surveillance System"
ppmd-3u54,"NNDSS - TABLE 1MM. Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus to Guanarito virus"
pq9e-uf4u,Table of Comprehensive Medicaid Coverage of Treatments (Lung Association Cessation Coverage)
pqn7-e45s,NHANES Select Infectious Diseases Prevalence Estimates
pqpp-u99h,"PLACES: Local Data for Better Health, County Data 2021 release"
psai-ws7y,NCHS Research and Development Survey (RANDS) Round 9 Restricted File
psx4-wq38,"Mapping Injury, Overdose, and Violence - County"
pttf-ck53,BRFSS Vision Module Data – Vision & Eye Health
puin-6ss7,"NNDSS - TABLE 1W. Meningococcal disease, All serogroups to Meningococcal disease, Serogroup B"
puzh-5wax,"Number of Reported Malaria Cases by County— United States, 2017"
pvk6-8bzd,"Weekly COVID-19 Vaccination Coverage Among Pregnant Women 18-49 Years, by Race and Ethnicity"
pvr7-gpk4,"Percentage of Adults Who Report Driving After Drinking Too Much (in the past 30 days),  2012 & 2014, Region 7 - Kansas City"
pvxp-wfpg,"Impaired Driving Death Rate, by Age and Sex, 2012 & 2014, Region 3 - Philadelphia"
pwgb-7r9t,Tests for antibodies to trachoma PGP3 antigen
pwn4-m3yp,Weekly United States COVID-19 Cases and Deaths by State - ARCHIVED
px5t-5gtx,Drug-Involved Mortality (DIM) data available through the Research Data Center (RDC)
pxa6-asqb,NNDSS - Table IV. Tuberculosis
pxpe-pgrg,DASH - Global School-based Student Health Survey (GSHS)
pyx3-qe4e,Graph of Postpartum Contraception Use
q2dj-esu7,NNDSS - TABLE 1Y. Mumps to Novel influenza A virus infections
q3t8-zr7t,COVID-19 Hospital Data from the National Hospital Care Survey
q6p7-56au,DASH - Youth Risk Behavior Surveillance System (YRBSS): High School –  Including Sexual Orientation
q78n-cpzf,NCHS Research and Development Survey (RANDS) Round 1 during COVID-19 probability sampled Restricted File
q84f-e68r,"Monthly Cumulative Number and Percent of Persons Who Received 1+ COVID-19 Vaccination Doses and Comparison between 2025─26 and Previous Seasons, by Age Group and Jurisdiction, United States"
q85u-gmyc,"AH Provisional COVID-19 Deaths by HHS Region, Race, and Age Group, 2020-2021"
q8ig-wwk9,"PLACES: Local Data for Better Health, Place Data 2021 release"
q8j9-sue7,"NNDSS - Table 1C. Arboviral diseases, St. Louis encephalitis virus disease to West Nile virus disease"
q8qz-3pb6,Efficacy of universal masking for source control and personal protection from simulated respiratory aerosols in a room
q8w2-qsck,AlleganSPI
q8xq-ygsk,"PLACES: Local Data for Better Health, Place Data 2020 release"
q9mh-h2tw,Vaccine Hesitancy for COVID-19: County and local estimates
q9sm-44y3,"NNDSS - TABLE 1AA.  Poliovirus infection, nonparalytic to Psittacosis"
q9tu-7yha,Fatality Assessment and Control Evaluation (FACE) Program
qan4-gt4k,National Artesunate for Severe Malaria Program Artesunate Dosing Data- April to December 2019
qbrk-85z2,NNDSS - TABLE 1II. Tetanus to Trichinellosis
qcai-zfj9,NOHSS Child Indicators
qcw5-4m9q,Botswana Combination Prevention Project (BCPP) - Public Release Data
qdcb-uzft,AH Provisional Diabetes Death Counts for 2020
qeq7-f3ir,"Weekly Cumulative RSV Vaccination Coverage and Intent, Overall, by Selected Demographics and Jurisdiction, Among Adults 75 and Older and 50-74 Years with High-Risk Conditions Ever Vaccinated, United States"
qeru-k2y2,VEHSS Modeled Estimates
qfhf-uhaa,"Weekly Counts of Deaths by Jurisdiction, and Race and Hispanic Origin"
qfiq-jir6,"Weekly Differences in Cumulative Percentage of Children Ages 6 Months -17 Years who are up to date with the updated 2023-24 COVID-19 Vaccine, by Selected Demographics"
qfk2-janf,Elk Creek Seismic Waveforms 2010 (Part 7 of 7)
qfu5-aeqe,National Hospital Care Survey (NHCS) linked to Department of Housing and Urban Development (HUD) Administrative Housing Data
qg4n-ry9b,Elk Creek Seismic Waveforms 2010 (Part 1 of 7)
qg7e-ktsu,Elk Creek Seismic Waveforms 2012 (Part 16 of 20)
qgfq-p8ib,Multisystem Inflammatory Syndrome in Children (MIS-C) National Surveillance - (February 2020 - December 2022)
qgkx-mswu,Loss of Work Due to Illness from COVID-19
qisn-zjv7,"NNDSS - TABLE 1L. Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection to Giardiasis"
qjg3-6acf,"DHDS - Prevalence of Disability Status and Types by Demographic Groups, 2021"
qjju-smys,"Daily County-Level PM2.5 Concentrations, 2001-2014"
qjkj-gyc7,Elk Creek Seismic Waveforms 2011 (Part 16 of 19)
qjxm-7fny,"Daily Census Tract-Level PM2.5 Concentrations, 2011-2015"
qktg-6dmb,National Health and Aging Trends Study (NHATS) – Vision and Eye Health Surveillance System (VEHSS)
qnzd-25i4,"PLACES: Local Data for Better Health, ZCTA Data, 2025 release"
qpq4-k3td,"NNDSS - TABLE 1L. Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection to Giardiasis"
qqyr-vbva,Elk Creek Seismic Waveforms 2011 (Part 9 of 19)
qr63-vqq5,"Weekly Cumulative Influenza Vaccination Coverage and Comparison Between 2025–26 and Previous Seasons± by Jurisdiction, Children 6 Months–17 Years, United States"
qs7e-6i2a,Glove Performance Dermal Absorption of Fentanyl
qsk4-8yy5,NNDSS - TABLE 1JJ. Tularemia to  Vancomycin-intermediate Staphylococcus aureus
qtbi-xd4i,"Lyme disease public use aggregated data with geography, 2008-2021"
qve4-fp9c,Weekly Cumulative Percentage of Adults 60 Years and Older Vaccinated with Respiratory Syncytial Virus (RSV) Vaccine by Jurisdiction
qvvb-s7gu,"NNDSS - Table II. Rabies, animal to Rubella, congenital syndrome"
qvzb-qs6p,1998-2023 Serotype Data for Invasive Pneumococcal Disease Cases by Age Group and Site from Active Bacterial Core surveillance
qwf3-87ny,"NNDSS - TABLE 1E. Botulism, Foodborne to Botulism, Other"
qwpv-wpc8,CDC PRAMStat Data for 2009
qywg-yegp,Table of States with Laws Taxing E-Cigarettes (CDC STATE System E-Cigarette Legislation - Tax)
qz3x-mf9n,"U.S. State, Territorial, and County Stay-At-Home Orders: March 15-May 5 by County by Day"
qz67-9a9h,"NNDSS - TABLE 1PP. Yellow fever to Zika virus disease, non-congenital"
qz8t-eu2e,NNDSS - Table II. Babesiosis to Coccidioidomycosis
qz99-wyhv,National Immunization Survey Adult COVID Module (NIS-ACM): Trends in Behavioral Indicators Among Unvaccinated People
r229-z6ma,"Pathogen Detections Among Enrolled Children in the New Vaccine Surveillance Network (NVSN), Acute Respiratory Illnesses (ARI), 12 Month Rolling Period"
r3zz-ivb8,"Number of Reported Malaria Cases by County— United States, 2016"
r4kb-pc87,"Assessment of Filtration Efficiency, Manikin Fit Performance, and Strap Performance for Decontaminated N95 Filtering Facepiece Respirators"
r5pw-bk5t,"AH Monthly Provisional Counts of Deaths for Select Causes of Death by Age, and Race and Hispanic Origin"
r5u4-fzxi,"NNDSS - TABLE 1D. Arboviral diseases, West Nile virus to Babesiosis"
r7hc-32zu,NNDSS - Table II. West Nile virus disease
r85e-hjic,dhds_dataset
r8hr-3jkm,"NNDSS - TABLE 1NN. Viral hemorrhagic fevers, Junin virus to Viral hemorrhagic fevers, Lujo virus"
r8kw-7aab,Provisional COVID-19 Death Counts by Week Ending Date and State
r9mz-pvtk,"NNDSS - TABLE 1S. Invasive pneumococcal disease, all ages, Confirmed to Invasive pneumococcal disease, all ages, Probable"
r9ns-zmra,Feasibility of a Selective Epoxidation Technique for Use in Quantification of Peracetic Acid in Air Samples Collected on Sorbent Tubes-Dataset
r9nv-zxge,Public-Use Linked Mortality Files
rb93-4tgj,"Motor Vehicle Occupant Death Rate, by Age and Sex, 2012 & 2014, Region 4 - Atlanta"
rbj6-gv57,Developing a Solution for Nasal and Olfactory Transport of Nanomaterials
rbrz-y4zd,NNDSS - TABLE 1JJ. Tuberculosis to Tularemia
rc2q-pdcd,Elk Creek Seismic Waveforms 2010 (Part 6 of 7)
rcdh-n3ej,NNDSS - TABLE 1EE. Salmonella Paratyphi infection to Salmonellosis (excluding Salmonella Typhi infection and Salmonella Paratyphi infection)
rch2-p4nb,NCHS Research and Development Survey (RANDS) Round 2 Restricted File
rdfw-s4u4,Characterization of a multi-stage focusing nozzle for collection of spot samples for aerosol chemical analysis
rdjz-vn2n,"DQS Drug overdose death rates, by drug type, sex, age, race, and Hispanic origin: United States from CDC WONDER"
rdmq-nq56,"NSSP Emergency Department Visit Trajectories by State and Sub State Regions- COVID-19, Flu, RSV, Combined  "
rdng-ki53,"Weekly Cumulative Influenza Vaccination Coverage Map and Comparison Between 2025–26 and 2024–25 by Jurisdiction, Adults 18 Years and Older"
re9g-kq7w,In vivo and in vitro toxicity of a stainless-steel aerosol generated during thermal spray coating
rezz-ypcg,"NNDSS - Table 1D. Arboviral diseases, Western equine encephalitis virus disease to Babesiosis"
rg4j-6mcc,"NNDSS - Table II. Hepatitis (viral, acute)"
rg8a-czmp,"NCHS - Birth Rates for Women Aged 15-17, 17-18, and 15-19: United States, 1960-2015"
rgnm-fkqb,"Percent positivity of respiratory viruses by nucleic acid amplification tests (NAATs), as reported on the National Respiratory and Enteric Virus Surveillance System (NREVSS) Dashboard"
rh2h-3yt2,"COVID-19 Vaccination Trends in the United States,National and Jurisdictional"
rhwp-grxi,"Weekly Hospital Respiratory Data (HRD) Metrics by Jurisdiction, National Healthcare Safety Network (NHSN) (Historical)"
ri74-jp8e,NCHS Research and Development Survey (RANDS) Round 2 during COVID-19 non-probability sampled Restricted File
rihk-iawc,"NNDSS - TABLE 1GG. Spotted fever rickettsiosis, Confirmed to Smallpox"
rja3-32tc,"500 Cities: Local Data for Better Health, 2018 release"
rkpp-igza,Table of Gross Cigarette Tax Revenue Per State (Orzechowski and Walker Tax Burden on Tobacco)
rksx-33p3,"Claims Reimbursement to Health Care Providers and Facilities for Testing, Treatment, and Vaccine Administration  of the Uninsured"
rmzv-dc5f,"Percentage of Drivers and Front Seat Passengers Wearing Seat Belts, 2012 & 2014, All States"
rnah-xd9n,"NNDSS - TABLE 1R. Hepatitis C, perinatal infection to Influenza-associated pediatric mortality"
rnvb-cpxx,"Adult Tobacco Consumption In The U.S., 2000-Present"
rpjd-ejph,TABLE III. Deaths in 122 U.S. cities
rppv-wbiv,Top syndicated pages from CDC.gov by weekly page views
rpvx-m2md,NCHS - Drug Poisoning Mortality by County: United States
rq85-buyi,Monthly Page Views to CDC.gov
rqg5-mkef,"Motor Vehicle Occupant Death Rate, by Age and Sex, 2012 & 2014, All States"
rrzj-z5ca,NCHS Survey Data Linked to Centers for Medicare & Medicaid Services (CMS) 2019-2021 Medicare Data Files
rsk5-566a,"Cardiovascular Disease Death Rates, Trends, and Excess Death Rates Among US Adults (35+) by County and Age Group – 2010-2020"
rsk8-spa7,"NNDSS - TABLE 1PP. Yellow fever to Zika virus disease, non-congenital"
rtjs-ain8,NNDSS - TABLE 1KK. Vancomycin-intermediate Staphylococcus aureus to Varicella morbidity
rv55-x8ff,Prevalence of Pneumoconiosis and its Relationship to Dust Exposure in a Cohort of U.S. Bituminous Coal Miners and ex-Miners
rw4v-h7j9,dhds_dataset
rwap-xbst,"NNDSS - TABLE 1S. Invasive pneumococcal disease, all ages, Confirmed to Invasive pneumococcal disease, all ages, Probable"
rxmp-xjpc,NNDSS - Table II. West Nile to Zika
s2qv-b27b,DHDS - Prevalence of Disability Status and Types
s54h-bixi,NCHS - Natality Measures for Females by Hispanic Origin Subgroup: United States
s57w-7gbe,DQS National health spending: United States
s5a6-fn5p,National Immunization Survey Child COVID Module (NIS-CCM): COVIDVaxViews| Data | Centers for Disease Control and Prevention (cdc.gov)
s5en-5rpd,2004 National Nursing Home Survey - Restricted Current Resident Dataset
s5hu-2eck,Ability to handle a COVID-19 outbreak (CVAC)
s5s8-d82d,NNDSS - Table II. Babesiosis to Campylobacteriosis
s5vm-cztk,"Daily Census Tract-Level PM2.5 Concentrations, 2001-2005"
s6p7-fvbw,Heart Disease Mortality Data Among US Adults (35+) by State/Territory and County – 2017-2019
s85h-9xpy,"PLACES: Local Data for Better Health, ZCTA Data 2021 release"
s9bp-7k3m,"Percentage of Adults Who Report Driving After Drinking Too Much (in the past 30 days), All States, 2012 & 2014"
s9qn-46pq,"AH Provisional COVID-19 Deaths By Race, Age, and Sex from 3/1/2020 to 7/31/2020"
saug-ip58,Reductions in exposures to simulated respiratory aerosols by a ceiling-mounted HEPA air filtration unit
saz5-9hgg,COVID-19 Vaccine Distribution Allocations by Jurisdiction - Pfizer
scrf-8d7w,"Monthly Cumulative Number and Percent of Adults 60 Years and Older Who Received at least one RSV Vaccination Doses by Jurisdiction, United States"
scxv-4u4u,"NNDSS - Table II. Rabies, animal to Rubella, congenital syndrome"
sd5c-m3g5,NNDSS - Table II. West Nile virus disease
sd8v-uq83,"PLACES: Local Data for Better Health, Place Data 2024 release"
sesw-5ehn,Electronic Health Information Legal Epidemiology Protocol 2014
seuz-s2cv,Percent of Tests Positive for Viral Respiratory Pathogens
sf7h-sajc,"AH Cumulative Provisional Death Counts by Sex, Race, and Age from 1/1/2020 to 7/4/2020"
sfei-pddr,CDC STATE System E-Cigarette Legislation Glossary and Methodology
sgg4-hiwe,NAAG Tobacco Settlement Payments Glossary and Methodology
shc3-fzig,"PLACES: Census Tract Data (GIS Friendly Format), 2022 release"
shsx-r4h8,"Circular RNA hsa_circ_0099188 Regulates Inducible Nitric Oxide Synthase and Chemokine Transcription in Macrophages by Targeting the hsa-miR-381-3p/PPP3CA and hsa-miR-381-3p/KLF4 Pathways in Response to 4,4’-Methylene Diphenyl Diisocyanate-Glutathione Conj"
si7g-c2bs,National Immunization Survey Adult COVID Module (NIS-ACM): RespVaxView| Data | Centers for Disease Control and Prevention (cdc.gov)
siwp-yg6m,"AH Provisional COVID-19 Death Counts by Week, Race, and Age, United States 2020-2023"
sixg-saap,"NNDSS - TABLE 1K. Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection to Ehrlichia chaffeensis infection"
sjpm-fk4b,Weekly Cumulative Percentage of Adults 18 Years and Older Vaccinated with the Updated 2023-24 COVID-19 Vaccine by Jurisdiction
skkh-jsrk,"Difference in Cumulative Percentage of Children 6 Months -17 Years Who Are Up to date with COVID-19 Vaccines by Selected Demographics and by Season, United States"
sks5-7yq7,CDC Library Subscription Databases
smic-9bf9,"NNDSS - TABLE 1DD. Rubella to Rubella, congenital syndrome"
snev-n7vb,"NNDSS - TABLE 1OO. Viral hemorrhagic fevers, Machupo virus to Viral hemorrhagic fevers, Sabia virus"
snkv-n8f6,State-normed Well Water Index (WWI)
sns5-8bg3,2004 National Nursing Assistant Survey - Restricted Dataset
spsk-9jj6,"United States Drought Monitor, 2000-2016"
spzz-he63,State Moderna Allocation Totals
ss2j-8ajj,"U.S. State Life Expectancy by Sex, 2020"
ssz5-s49e,HAICViz - iSA
su9n-dw6z,Table of States with Laws Requiring Licenses For Over-the-counter Sales of Cigarettes (CDC STATE System Tobacco Legislation - Licensure)
sumd-iwm8,Preliminary U.S. RSV Burden Estimates
sv3x-rgz2,NCHS Survey Data Linked to Centers for Medicare & Medicaid Services (CMS) MAX Data
svam-8dhg,DASH - Youth Risk Behavior Surveillance System (YRBSS): High School - Excluding Sexual Identity
sw5n-wg2p,"Weekly Influenza Vaccination Coverage and Intent for Vaccination, Overall, by Selected Demographics and Jurisdiction, Among Adults 18 Years and Older"
swc5-untb,"PLACES: Local Data for Better Health, County Data, 2025 release"
swv3-ghj7,"NNDSS - Table II. Hepatitis (viral, acute) C"
sxbq-3sid,National Weekly Pfizer Allocations
t3tz-gvpr,Table of Excise Taxes on Non-Combustible Tobacco Products (CDC STATE System Tobacco Legislation - Tax)
t6u2-f84c,"Mapping Injury, Overdose, and Violence - National"
t8mc-vgxe,Elk Creek Seismic Waveforms 2012 (Part 20 of 20)
t984-9cdv,BRFSS Prevalence And Trends Data: Health Care Access/Coverage for 1995-2010
tcmp-75zb,BRFSS: Graph of Current Adult Obesity Prevalence - Nationwide (States and DC)
tczv-qfsi,dhds_dataset
tdbk-8ubw,National Health and Nutrition Examination Survey (NHANES) – Vision and Eye Health Surveillance
tdge-ieq8,"NNDSS - TABLE 1BB. Q fever, Total to Q fever, Chronic"
tdmv-axfy,"AH Provisional COVID-19 Deaths and Contributing Conditions by Sex, Race and Hispanic Origin, and Age, 2020"
teft-bkkr,Elk Creek Seismic Waveforms 2010 (Part 4 of 7)
tfcp-ufzp,NNDSS - TABLE 1O. Hansen's disease to Hantavirus pulmonary syndrome
tfu6-pjxh,NNDSS - TABLE 1JJ. Tuberculosis to Tularemia
th8y-thx5,Heart Disease Mortality Data Among US Adults (35+) by State/Territory and County – 2021-2023
th9n-ghnr,Reduced Access to Care During COVID-19
thir-stei,American Community Survey (ACS) – Vision and Eye Health Surveillance
tj26-bdgd,NNDSS - Table II. Tetanus to Vibriosis
tkjk-cwh5,Division for Heart Disease and Stroke Prevention: Data Trends & Maps
tks5-umwc,2004 National Nursing Home Survey - Restricted Resident Medications Dataset
tpcp-uiv5,"Provisional COVID-19 Deaths by HHS Region, Race, and Age"
tqpr-vcrm,"National Hospital Ambulatory Medical Care Survey, Public-use data 1992-2022"
tqwu-4a7k,Stroke Mortality Data Among US Adults (35+) by State/Territory and County – 2016-2018
trpk-sp8z,NHIS Interactive Biannual Early Release Estimates
tt3f-rr33,"COVID-19 State, Tribal, Local, and Territorial Funding"
ttj2-zsyk,NNDSS - Table II. Vibriosis
ttjk-6u2v,"NNDSS - TABLE 1A. Anthrax to Arboviral diseases, Eastern equine encephalitis virus disease"
tug7-57z5,HHS DRIVE
tuza-3b7w,National Hospital Care Survey (NHCS) Linked to National Death Index (NDI) Data
